┌────────────┬───────────────────────┐
│    date    │  moving_7d_avg_prcp   │
│    date    │        double         │
├────────────┼───────────────────────┤
│ 2013-07-01 │                       │
│ 2016-11-01 │                  0.08 │
│ 2016-11-02 │                  0.08 │
│ 2016-11-03 │                   0.0 │
│ 2016-11-04 │                   0.0 │
│ 2016-11-05 │                   0.0 │
│ 2016-11-06 │  0.008571428571428572 │
│ 2016-11-07 │  0.008571428571428572 │
│ 2016-11-08 │  0.008571428571428572 │
│ 2016-11-09 │  0.008571428571428572 │
│ 2016-11-10 │  0.008571428571428572 │
│ 2016-11-11 │  0.008571428571428572 │
│ 2016-11-12 │    0.2671428571428572 │
│ 2016-11-13 │   0.25857142857142856 │
│ 2016-11-14 │   0.25857142857142856 │
│ 2016-11-15 │   0.25857142857142856 │
│ 2016-11-16 │    0.2942857142857143 │
│ 2016-11-17 │    0.3385714285714286 │
│ 2016-11-18 │    0.3385714285714286 │
│ 2016-11-19 │                  0.08 │
│ 2016-11-20 │                  0.08 │
│ 2016-11-21 │    0.0842857142857143 │
│ 2016-11-22 │   0.08714285714285716 │
│ 2016-11-23 │   0.05142857142857143 │
│ 2016-11-24 │ 0.0071428571428571435 │
│ 2016-11-25 │ 0.0071428571428571435 │
│ 2016-11-26 │   0.32142857142857145 │
│ 2016-11-27 │    0.4257142857142857 │
│ 2016-11-28 │   0.43142857142857144 │
│ 2016-11-29 │   0.42857142857142855 │
│ 2016-11-30 │   0.42857142857142855 │
│ 2016-12-01 │   0.42857142857142855 │
│ 2016-12-02 │    0.4557142857142857 │
│ 2016-12-03 │   0.19142857142857142 │
│ 2016-12-04 │   0.09999999999999999 │
│ 2016-12-05 │                  0.09 │
│ 2016-12-06 │                  0.09 │
│ 2016-12-07 │                  0.09 │
│ 2016-12-08 │   0.09428571428571429 │
│ 2016-12-09 │   0.13857142857142857 │
│ 2016-12-10 │   0.08857142857142856 │
│ 2016-12-11 │   0.07571428571428572 │
│ 2016-12-12 │   0.07571428571428572 │
│ 2016-12-13 │   0.07571428571428572 │
│ 2016-12-14 │                  0.18 │
│ 2016-12-15 │   0.18142857142857144 │
│ 2016-12-16 │                  0.11 │
│ 2016-12-17 │                  0.11 │
│ 2016-12-18 │                  0.11 │
│ 2016-12-19 │                  0.11 │
│ 2016-12-20 │                  0.11 │
│ 2016-12-21 │   0.07285714285714286 │
│ 2016-12-22 │   0.06714285714285714 │
│ 2016-12-23 │   0.06999999999999999 │
│ 2016-12-24 │   0.06999999999999999 │
│ 2016-12-25 │   0.06999999999999999 │
│ 2016-12-26 │   0.12571428571428572 │
│ 2016-12-27 │   0.12714285714285714 │
│ 2016-12-28 │  0.060000000000000005 │
│ 2016-12-29 │  0.060000000000000005 │
│ 2016-12-30 │   0.08714285714285715 │
│ 2016-12-31 │   0.16999999999999998 │
│ 2017-01-01 │   0.16999999999999998 │
│ 2017-01-02 │   0.11428571428571428 │
│ 2017-01-03 │                  0.12 │
│ 2017-01-04 │    0.1657142857142857 │
│ 2017-01-05 │    0.1657142857142857 │
│ 2017-01-06 │    0.1357142857142857 │
│ 2017-01-07 │   0.05285714285714286 │
│ 2017-01-08 │   0.12714285714285714 │
│ 2017-01-09 │   0.13428571428571429 │
│ 2017-01-10 │   0.12714285714285717 │
│ 2017-01-11 │   0.09857142857142857 │
│ 2017-01-12 │   0.09857142857142857 │
│ 2017-01-13 │   0.09857142857142857 │
│ 2017-01-14 │   0.14857142857142858 │
│ 2017-01-15 │   0.08285714285714287 │
│ 2017-01-16 │   0.07571428571428572 │
│ 2017-01-17 │                  0.09 │
│ 2017-01-18 │   0.07285714285714286 │
│ 2017-01-19 │                  0.08 │
│ 2017-01-20 │   0.24571428571428572 │
│ 2017-01-21 │   0.36428571428571427 │
│ 2017-01-22 │   0.35571428571428576 │
│ 2017-01-23 │    0.3585714285714286 │
│ 2017-01-24 │   0.34428571428571425 │
│ 2017-01-25 │   0.34428571428571425 │
│ 2017-01-26 │   0.33714285714285713 │
│ 2017-01-27 │   0.17142857142857143 │
│ 2017-01-28 │  0.011428571428571429 │
│ 2017-01-29 │  0.011428571428571429 │
│ 2017-01-30 │  0.008571428571428572 │
│ 2017-01-31 │  0.008571428571428572 │
│ 2017-02-01 │  0.008571428571428572 │
│ 2017-02-02 │  0.008571428571428572 │
│ 2017-02-03 │  0.008571428571428572 │
│ 2017-02-04 │  0.038571428571428576 │
│ 2017-02-05 │  0.042857142857142864 │
│ 2017-02-06 │   0.20857142857142857 │
│ 2017-02-07 │   0.20857142857142857 │
│ 2017-02-08 │   0.20857142857142857 │
│ 2017-02-09 │    0.2742857142857143 │
│ 2017-02-10 │   0.27714285714285714 │
│ 2017-02-11 │   0.23857142857142857 │
│ 2017-02-12 │   0.23428571428571426 │
│ 2017-02-13 │   0.06857142857142857 │
│ 2017-02-14 │   0.06857142857142857 │
│ 2017-02-15 │   0.06857142857142857 │
│ 2017-02-16 │  0.002857142857142857 │
│ 2017-02-17 │                   0.0 │
│ 2017-02-18 │                   0.0 │
│ 2017-02-19 │                   0.0 │
│ 2017-02-20 │                   0.0 │
│ 2017-02-21 │                   0.0 │
│ 2017-02-22 │   0.07714285714285715 │
│ 2017-02-23 │   0.07714285714285715 │
│ 2017-02-24 │   0.07714285714285715 │
│ 2017-02-25 │   0.07714285714285715 │
│ 2017-02-26 │   0.09428571428571429 │
│ 2017-02-27 │   0.09428571428571429 │
│ 2017-02-28 │   0.09428571428571429 │
│ 2017-03-01 │  0.017142857142857144 │
│ 2017-03-02 │  0.017142857142857144 │
│ 2017-03-03 │  0.017142857142857144 │
│ 2017-03-04 │   0.03142857142857143 │
│ 2017-03-05 │  0.017142857142857144 │
│ 2017-03-06 │  0.017142857142857144 │
│ 2017-03-07 │   0.06142857142857143 │
│ 2017-03-08 │   0.06142857142857143 │
│ 2017-03-09 │   0.06142857142857143 │
│ 2017-03-10 │   0.06142857142857143 │
│ 2017-03-11 │   0.32857142857142857 │
│ 2017-03-12 │    0.3257142857142857 │
│ 2017-03-13 │    0.3257142857142857 │
│ 2017-03-14 │    0.2814285714285714 │
│ 2017-03-15 │    0.2928571428571428 │
│ 2017-03-16 │    0.2928571428571428 │
│ 2017-03-17 │    0.2928571428571428 │
│ 2017-03-18 │  0.011428571428571429 │
│ 2017-03-19 │  0.011428571428571429 │
│ 2017-03-20 │  0.011428571428571429 │
│ 2017-03-21 │  0.011428571428571429 │
│ 2017-03-22 │ 0.0014285714285714286 │
│ 2017-03-23 │  0.021428571428571432 │
│ 2017-03-24 │   0.05857142857142857 │
│ 2017-03-25 │   0.16142857142857142 │
│ 2017-03-26 │   0.16142857142857142 │
│ 2017-03-27 │   0.16285714285714284 │
│ 2017-03-28 │   0.37857142857142856 │
│ 2017-03-29 │   0.37714285714285717 │
│ 2017-03-30 │   0.35714285714285715 │
│ 2017-03-31 │    0.3242857142857143 │
│ 2017-04-01 │                  0.39 │
│ 2017-04-02 │                  0.39 │
│ 2017-04-03 │    0.4928571428571428 │
│ 2017-04-04 │   0.27714285714285714 │
│ 2017-04-05 │   0.27714285714285714 │
│ 2017-04-06 │   0.27714285714285714 │
│ 2017-04-07 │   0.27285714285714285 │
│ 2017-04-08 │   0.10428571428571429 │
│ 2017-04-09 │   0.10714285714285714 │
│ 2017-04-10 │  0.002857142857142857 │
│ 2017-04-11 │  0.002857142857142857 │
│ 2017-04-12 │  0.002857142857142857 │
│ 2017-04-13 │  0.002857142857142857 │
│ 2017-04-14 │  0.002857142857142857 │
│ 2017-04-15 │  0.002857142857142857 │
│ 2017-04-16 │                   0.0 │
│ 2017-04-17 │   0.02428571428571429 │
│ 2017-04-18 │   0.06571428571428571 │
│ 2017-04-19 │   0.08142857142857142 │
│ 2017-04-20 │   0.08142857142857142 │
│ 2017-04-21 │   0.08142857142857142 │
│ 2017-04-22 │   0.21142857142857144 │
│ 2017-04-23 │                  0.26 │
│ 2017-04-24 │   0.23571428571428574 │
│ 2017-04-25 │    0.1942857142857143 │
│ 2017-04-26 │   0.18714285714285714 │
│ 2017-04-27 │   0.18714285714285714 │
│ 2017-04-28 │   0.18714285714285714 │
│ 2017-04-29 │   0.05714285714285715 │
│ 2017-04-30 │  0.008571428571428572 │
│ 2017-05-01 │  0.008571428571428572 │
│ 2017-05-02 │                  0.44 │
│ 2017-05-03 │    0.4571428571428572 │
│ 2017-05-04 │    0.4585714285714286 │
│ 2017-05-05 │    0.4585714285714286 │
│ 2017-05-06 │    0.4585714285714286 │
│ 2017-05-07 │    0.4585714285714286 │
│ 2017-05-08 │    0.4585714285714286 │
│ 2017-05-09 │  0.027142857142857142 │
│ 2017-05-10 │   0.23142857142857146 │
│ 2017-05-11 │   0.23285714285714287 │
│ 2017-05-12 │   0.23285714285714287 │
│ 2017-05-13 │   0.23285714285714287 │
│ 2017-05-14 │   0.23285714285714287 │
│ 2017-05-15 │   0.23285714285714287 │
│ 2017-05-16 │   0.23285714285714287 │
│ 2017-05-17 │  0.004285714285714286 │
│ 2017-05-18 │ 0.0014285714285714286 │
│ 2017-05-19 │   0.08571428571428572 │
│ 2017-05-20 │   0.08571428571428572 │
│ 2017-05-21 │   0.09142857142857143 │
│ 2017-05-22 │    0.1742857142857143 │
│ 2017-05-23 │   0.18857142857142858 │
│ 2017-05-24 │   0.18714285714285714 │
│ 2017-05-25 │   0.18714285714285714 │
│ 2017-05-26 │   0.12142857142857143 │
│ 2017-05-27 │   0.12999999999999998 │
│ 2017-05-28 │   0.12857142857142856 │
│ 2017-05-29 │   0.04571428571428572 │
│ 2017-05-30 │  0.032857142857142856 │
│ 2017-05-31 │   0.03428571428571429 │
│ 2017-06-01 │  0.047142857142857146 │
│ 2017-06-02 │  0.031428571428571424 │
│ 2017-06-03 │   0.03142857142857143 │
│ 2017-06-04 │  0.027142857142857142 │
│ 2017-06-05 │  0.027142857142857142 │
│ 2017-06-06 │  0.025714285714285714 │
│ 2017-06-07 │  0.024285714285714282 │
│ 2017-06-08 │  0.011428571428571429 │
│ 2017-06-09 │  0.008571428571428572 │
│ 2017-06-10 │                   0.0 │
│ 2017-06-11 │  0.041428571428571426 │
│ 2017-06-12 │  0.041428571428571426 │
│ 2017-06-13 │  0.041428571428571426 │
│ 2017-06-14 │                  0.24 │
│ 2017-06-15 │                  0.24 │
│ 2017-06-16 │    0.4328571428571429 │
│ 2017-06-17 │   0.43714285714285717 │
│ 2017-06-18 │   0.39571428571428574 │
│ 2017-06-19 │   0.39571428571428574 │
│ 2017-06-20 │    0.4014285714285714 │
│ 2017-06-21 │    0.3871428571428571 │
│ 2017-06-22 │    0.3871428571428571 │
│ 2017-06-23 │    0.1942857142857143 │
│ 2017-06-24 │   0.21571428571428572 │
│ 2017-06-25 │   0.21571428571428572 │
│ 2017-06-26 │   0.21571428571428572 │
│ 2017-06-27 │                  0.21 │
│ 2017-06-28 │   0.05857142857142857 │
│ 2017-06-29 │   0.05857142857142857 │
│ 2017-06-30 │   0.12285714285714287 │
│ 2017-07-01 │   0.09714285714285716 │
│ 2017-07-02 │   0.09714285714285716 │
│ 2017-07-03 │   0.09714285714285716 │
│ 2017-07-04 │    0.3514285714285714 │
│ 2017-07-05 │   0.31857142857142856 │
│ 2017-07-06 │   0.31857142857142856 │
│ 2017-07-07 │    0.2542857142857143 │
│ 2017-07-08 │    0.2542857142857143 │
│ 2017-07-09 │    0.2542857142857143 │
│ 2017-07-10 │    0.2542857142857143 │
│ 2017-07-11 │  0.049999999999999996 │
│ 2017-07-12 │  0.049999999999999996 │
│ 2017-07-13 │  0.049999999999999996 │
│ 2017-07-14 │  0.049999999999999996 │
│ 2017-07-15 │  0.049999999999999996 │
│ 2017-07-16 │  0.049999999999999996 │
│ 2017-07-17 │   0.05142857142857143 │
│ 2017-07-18 │ 0.0014285714285714286 │
│ 2017-07-19 │   0.08285714285714285 │
│ 2017-07-20 │   0.09142857142857141 │
│ 2017-07-21 │   0.19714285714285712 │
│ 2017-07-22 │   0.19714285714285712 │
│ 2017-07-23 │   0.19714285714285712 │
│ 2017-07-24 │    0.1957142857142857 │
│ 2017-07-25 │    0.1957142857142857 │
│ 2017-07-26 │    0.1142857142857143 │
│ 2017-07-27 │   0.10571428571428572 │
│ 2017-07-28 │                   0.0 │
│ 2017-07-29 │                   0.0 │
│ 2017-07-30 │  0.012857142857142857 │
│ 2017-07-31 │  0.012857142857142857 │
│ 2017-08-01 │   0.03428571428571429 │
│ 2017-08-02 │   0.07714285714285715 │
│ 2017-08-03 │   0.07714285714285715 │
│ 2017-08-04 │   0.18571428571428572 │
│ 2017-08-05 │   0.18571428571428572 │
│ 2017-08-06 │   0.17285714285714285 │
│ 2017-08-07 │   0.17285714285714285 │
│ 2017-08-08 │   0.15142857142857144 │
│ 2017-08-09 │   0.12428571428571429 │
│ 2017-08-10 │   0.12428571428571429 │
│ 2017-08-11 │  0.015714285714285715 │
│ 2017-08-12 │                  0.08 │
│ 2017-08-13 │                  0.08 │
│ 2017-08-14 │                  0.08 │
│ 2017-08-15 │    0.2057142857142857 │
│ 2017-08-16 │                  0.19 │
│ 2017-08-17 │                  0.19 │
│ 2017-08-18 │                  0.19 │
│ 2017-08-19 │   0.16857142857142857 │
│ 2017-08-20 │   0.16857142857142857 │
│ 2017-08-21 │   0.16857142857142857 │
│ 2017-08-22 │   0.04285714285714286 │
│ 2017-08-23 │   0.04285714285714286 │
│ 2017-08-24 │   0.04285714285714286 │
│ 2017-08-25 │   0.04285714285714286 │
│ 2017-08-26 │  0.041428571428571426 │
│ 2017-08-27 │   0.04285714285714286 │
│ 2017-08-28 │   0.04285714285714286 │
│ 2017-08-29 │   0.04285714285714286 │
│ 2017-08-30 │   0.11857142857142858 │
│ 2017-08-31 │   0.22428571428571428 │
│ 2017-09-01 │   0.22428571428571428 │
│ 2017-09-02 │   0.18285714285714286 │
│ 2017-09-03 │    0.2414285714285714 │
│ 2017-09-04 │   0.24285714285714285 │
│ 2017-09-05 │   0.24285714285714285 │
│ 2017-09-06 │   0.16714285714285712 │
│ 2017-09-07 │   0.06142857142857143 │
│ 2017-09-08 │   0.06142857142857143 │
│ 2017-09-09 │   0.06142857142857143 │
│ 2017-09-10 │  0.009999999999999998 │
│ 2017-09-11 │  0.011428571428571429 │
│ 2017-09-12 │  0.011428571428571429 │
│ 2017-09-13 │  0.011428571428571429 │
│ 2017-09-14 │  0.011428571428571429 │
│ 2017-09-15 │  0.011428571428571429 │
│ 2017-09-16 │   0.04285714285714286 │
│ 2017-09-17 │   0.03428571428571429 │
│ 2017-09-18 │   0.03142857142857143 │
│ 2017-09-19 │   0.03142857142857143 │
│ 2017-09-20 │   0.03142857142857143 │
│ 2017-09-21 │   0.03142857142857143 │
│ 2017-09-22 │   0.03142857142857143 │
│ 2017-09-23 │                   0.0 │
│ 2017-09-24 │                   0.0 │
│ 2017-09-25 │                   0.0 │
│ 2017-09-26 │                   0.0 │
│ 2017-09-27 │                   0.0 │
│ 2017-09-28 │                   0.0 │
│ 2017-09-29 │                   0.0 │
│ 2017-09-30 │                   0.0 │
│ 2017-10-01 │                   0.0 │
│ 2017-10-02 │                   0.0 │
│ 2017-10-03 │                   0.0 │
│ 2017-10-04 │                   0.0 │
│ 2017-10-05 │   0.03142857142857143 │
│ 2017-10-06 │   0.06857142857142857 │
│ 2017-10-07 │   0.06857142857142857 │
│ 2017-10-08 │   0.07714285714285715 │
│ 2017-10-09 │   0.08714285714285716 │
│ 2017-10-10 │   0.08714285714285716 │
│ 2017-10-11 │   0.09857142857142857 │
│ 2017-10-12 │   0.06714285714285714 │
│ 2017-10-13 │   0.03142857142857143 │
│ 2017-10-14 │   0.03142857142857143 │
│ 2017-10-15 │   0.02285714285714286 │
│ 2017-10-16 │  0.012857142857142857 │
│ 2017-10-17 │  0.012857142857142857 │
│ 2017-10-18 │ 0.0014285714285714286 │
│ 2017-10-19 │ 0.0014285714285714286 │
│ 2017-10-20 │                   0.0 │
│ 2017-10-21 │  0.028571428571428574 │
│ 2017-10-22 │  0.028571428571428574 │
│ 2017-10-23 │  0.028571428571428574 │
│ 2017-10-24 │  0.028571428571428574 │
│ 2017-10-25 │  0.028571428571428574 │
│ 2017-10-26 │    0.4614285714285714 │
│ 2017-10-27 │   0.49714285714285716 │
│ 2017-10-28 │    0.4685714285714285 │
│ 2017-10-29 │    0.4685714285714285 │
│ 2017-10-30 │    0.4685714285714285 │
│ 2017-10-31 │    0.4685714285714285 │
│ 2017-11-01 │    0.4685714285714285 │
│ 2017-11-02 │  0.038571428571428576 │
│ 2017-11-03 │  0.004285714285714286 │
│ 2017-11-04 │   0.10428571428571429 │
│ 2017-11-05 │   0.10428571428571429 │
│ 2017-11-06 │   0.10428571428571429 │
│ 2017-11-07 │   0.10571428571428572 │
│ 2017-11-08 │   0.10571428571428572 │
│ 2017-11-09 │   0.10285714285714286 │
│ 2017-11-10 │   0.11142857142857143 │
│ 2017-11-11 │  0.011428571428571429 │
│ 2017-11-12 │  0.011428571428571429 │
│ 2017-11-13 │                  0.04 │
│ 2017-11-14 │  0.038571428571428576 │
│ 2017-11-15 │   0.05285714285714286 │
│ 2017-11-16 │   0.08571428571428572 │
│ 2017-11-17 │   0.07571428571428572 │
│ 2017-11-18 │   0.07571428571428572 │
│ 2017-11-19 │   0.10571428571428572 │
│ 2017-11-20 │   0.07714285714285715 │
│ 2017-11-21 │   0.07714285714285715 │
│ 2017-11-22 │   0.06285714285714286 │
│ 2017-11-23 │                  0.03 │
│ 2017-11-24 │                  0.03 │
│ 2017-11-25 │                  0.03 │
│ 2017-11-26 │                   0.0 │
│ 2017-11-27 │  0.004285714285714286 │
│ 2017-11-28 │  0.004285714285714286 │
│ 2017-11-29 │  0.004285714285714286 │
│ 2017-11-30 │  0.004285714285714286 │
│ 2017-12-01 │  0.004285714285714286 │
│ 2017-12-02 │   0.11142857142857143 │
│ 2017-12-03 │   0.11142857142857143 │
│ 2017-12-04 │   0.10714285714285714 │
│ 2017-12-05 │   0.10714285714285714 │
│ 2017-12-06 │   0.17285714285714285 │
│ 2017-12-07 │   0.17285714285714285 │
│ 2017-12-08 │   0.17285714285714285 │
│ 2017-12-09 │   0.06571428571428571 │
│ 2017-12-10 │   0.06571428571428571 │
│ 2017-12-11 │   0.07857142857142858 │
│ 2017-12-12 │   0.09428571428571429 │
│ 2017-12-13 │  0.028571428571428574 │
│ 2017-12-14 │  0.028571428571428574 │
│ 2017-12-15 │   0.03142857142857143 │
│ 2017-12-16 │   0.03142857142857143 │
│ 2017-12-17 │   0.03142857142857143 │
│ 2017-12-18 │  0.018571428571428572 │
│ 2017-12-19 │  0.002857142857142857 │
│ 2017-12-20 │   0.07285714285714286 │
│ 2017-12-21 │   0.07428571428571429 │
│ 2017-12-22 │   0.10428571428571429 │
│ 2017-12-23 │   0.10428571428571429 │
│ 2017-12-24 │   0.10428571428571429 │
│ 2017-12-25 │   0.10428571428571429 │
│ 2017-12-26 │   0.10428571428571429 │
│ 2017-12-27 │   0.04142857142857143 │
│ 2017-12-28 │                  0.04 │
│ 2017-12-29 │ 0.0071428571428571435 │
│ 2017-12-30 │ 0.0071428571428571435 │
│ 2017-12-31 │ 0.0071428571428571435 │
│ 2018-01-01 │   0.11571428571428573 │
│ 2018-01-02 │   0.11571428571428573 │
│ 2018-01-03 │   0.10857142857142857 │
│ 2018-01-04 │   0.10857142857142857 │
│ 2018-01-05 │                  0.11 │
│ 2018-01-06 │                  0.11 │
│ 2018-01-07 │                  0.11 │
│ 2018-01-08 │ 0.0014285714285714286 │
│ 2018-01-09 │   0.07857142857142858 │
│ 2018-01-10 │   0.08571428571428573 │
│ 2018-01-11 │   0.08571428571428573 │
│ 2018-01-12 │    0.0842857142857143 │
│ 2018-01-13 │    0.0842857142857143 │
│ 2018-01-14 │   0.11142857142857143 │
│ 2018-01-15 │   0.11142857142857143 │
│ 2018-01-16 │   0.03428571428571429 │
│ 2018-01-17 │  0.027142857142857142 │
│ 2018-01-18 │  0.027142857142857142 │
│ 2018-01-19 │  0.028571428571428574 │
│ 2018-01-20 │   0.07142857142857142 │
│ 2018-01-21 │   0.04428571428571428 │
│ 2018-01-22 │   0.04428571428571428 │
│ 2018-01-23 │   0.04428571428571428 │
│ 2018-01-24 │   0.04428571428571428 │
│ 2018-01-25 │   0.07428571428571429 │
│ 2018-01-26 │   0.07285714285714286 │
│ 2018-01-27 │  0.045714285714285714 │
│ 2018-01-28 │  0.045714285714285714 │
│ 2018-01-29 │   0.05285714285714286 │
│ 2018-01-30 │   0.07857142857142858 │
│ 2018-01-31 │   0.07857142857142858 │
│ 2018-02-01 │    0.1857142857142857 │
│ 2018-02-02 │    0.1857142857142857 │
│ 2018-02-03 │   0.16999999999999998 │
│ 2018-02-04 │    0.2914285714285714 │
│ 2018-02-05 │   0.28428571428571425 │
│ 2018-02-06 │   0.25857142857142856 │
│ 2018-02-07 │   0.34142857142857147 │
│ 2018-02-08 │    0.3771428571428571 │
│ 2018-02-09 │    0.3771428571428571 │
│ 2018-02-10 │    0.3771428571428571 │
│ 2018-02-11 │    0.2671428571428572 │
│ 2018-02-12 │   0.29000000000000004 │
│ 2018-02-13 │    0.3028571428571429 │
│ 2018-02-14 │    0.2942857142857143 │
│ 2018-02-15 │   0.12285714285714286 │
│ 2018-02-16 │    0.1285714285714286 │
│ 2018-02-17 │    0.1285714285714286 │
│ 2018-02-18 │   0.12571428571428572 │
│ 2018-02-19 │   0.12714285714285714 │
│ 2018-02-20 │   0.12285714285714287 │
│ 2018-02-21 │  0.060000000000000005 │
│ 2018-02-22 │   0.16285714285714287 │
│ 2018-02-23 │   0.15714285714285717 │
│ 2018-02-24 │   0.15714285714285717 │
│ 2018-02-25 │   0.14857142857142858 │
│ 2018-02-26 │   0.17857142857142858 │
│ 2018-02-27 │   0.43571428571428567 │
│ 2018-02-28 │   0.42428571428571427 │
│ 2018-03-01 │                  0.32 │
│ 2018-03-02 │                  0.32 │
│ 2018-03-03 │                  0.32 │
│ 2018-03-04 │    0.5214285714285715 │
│ 2018-03-05 │   0.46714285714285714 │
│ 2018-03-06 │   0.20142857142857143 │
│ 2018-03-07 │   0.20142857142857143 │
│ 2018-03-08 │   0.20142857142857143 │
│ 2018-03-09 │   0.21285714285714286 │
│ 2018-03-10 │   0.25285714285714284 │
│ 2018-03-11 │  0.052857142857142866 │
│ 2018-03-12 │  0.052857142857142866 │
│ 2018-03-13 │  0.052857142857142866 │
│ 2018-03-14 │  0.052857142857142866 │
│ 2018-03-15 │  0.052857142857142866 │
│ 2018-03-16 │   0.04142857142857143 │
│ 2018-03-17 │ 0.0014285714285714286 │
│ 2018-03-18 │   0.14142857142857143 │
│ 2018-03-19 │                  0.15 │
│ 2018-03-20 │                  0.15 │
│ 2018-03-21 │                  0.15 │
│ 2018-03-22 │                  0.15 │
│ 2018-03-23 │                  0.15 │
│ 2018-03-24 │   0.15142857142857144 │
│ 2018-03-25 │  0.014285714285714285 │
│ 2018-03-26 │                  0.01 │
│ 2018-03-27 │  0.014285714285714287 │
│ 2018-03-28 │  0.014285714285714287 │
│ 2018-03-29 │  0.014285714285714287 │
│ 2018-03-30 │   0.09857142857142856 │
│ 2018-03-31 │   0.13428571428571429 │
│ 2018-04-01 │    0.1357142857142857 │
│ 2018-04-02 │   0.13142857142857142 │
│ 2018-04-03 │   0.14285714285714285 │
│ 2018-04-04 │   0.14285714285714285 │
│ 2018-04-05 │   0.14285714285714285 │
│ 2018-04-06 │  0.058571428571428566 │
│ 2018-04-07 │  0.022857142857142857 │
│ 2018-04-08 │  0.017142857142857144 │
│ 2018-04-09 │  0.017142857142857144 │
│ 2018-04-10 │ 0.0014285714285714286 │
│ 2018-04-11 │ 0.0014285714285714286 │
│ 2018-04-12 │   0.06857142857142857 │
│ 2018-04-13 │    0.4714285714285714 │
│ 2018-04-14 │   0.47000000000000003 │
│ 2018-04-15 │   0.47000000000000003 │
│ 2018-04-16 │   0.49142857142857144 │
│ 2018-04-17 │   0.49142857142857144 │
│ 2018-04-18 │   0.49142857142857144 │
│ 2018-04-19 │   0.42428571428571427 │
│ 2018-04-20 │   0.02142857142857143 │
│ 2018-04-21 │  0.028571428571428574 │
│ 2018-04-22 │   0.16428571428571428 │
│ 2018-04-23 │   0.15714285714285717 │
│ 2018-04-24 │    0.1642857142857143 │
│ 2018-04-25 │    0.1785714285714286 │
│ 2018-04-26 │   0.19000000000000003 │
│ 2018-04-27 │   0.19000000000000003 │
│ 2018-04-28 │   0.18285714285714288 │
│ 2018-04-29 │  0.047142857142857146 │
│ 2018-04-30 │   0.03571428571428572 │
│ 2018-05-01 │   0.02857142857142857 │
│ 2018-05-02 │  0.014285714285714287 │
│ 2018-05-03 │  0.002857142857142857 │
│ 2018-05-04 │  0.002857142857142857 │
│ 2018-05-05 │  0.002857142857142857 │
│ 2018-05-06 │  0.002857142857142857 │
│ 2018-05-07 │   0.03571428571428571 │
│ 2018-05-08 │   0.03571428571428571 │
│ 2018-05-09 │   0.06714285714285714 │
│ 2018-05-10 │   0.08142857142857142 │
│ 2018-05-11 │   0.08571428571428572 │
│ 2018-05-12 │   0.16857142857142857 │
│ 2018-05-13 │   0.21714285714285714 │
│ 2018-05-14 │   0.21285714285714286 │
│ 2018-05-15 │   0.21285714285714286 │
│ 2018-05-16 │    0.2742857142857143 │
│ 2018-05-17 │   0.25999999999999995 │
│ 2018-05-18 │    0.2557142857142857 │
│ 2018-05-19 │   0.21428571428571427 │
│ 2018-05-20 │   0.20714285714285713 │
│ 2018-05-21 │    0.1757142857142857 │
│ 2018-05-22 │    0.1757142857142857 │
│ 2018-05-23 │   0.08285714285714285 │
│ 2018-05-24 │    0.1457142857142857 │
│ 2018-05-25 │    0.1457142857142857 │
│ 2018-05-26 │   0.10428571428571429 │
│ 2018-05-27 │   0.06285714285714286 │
│ 2018-05-28 │   0.07714285714285715 │
│ 2018-05-29 │   0.11571428571428573 │
│ 2018-05-30 │   0.12714285714285714 │
│ 2018-05-31 │   0.09999999999999999 │
│ 2018-06-01 │   0.12285714285714286 │
│ 2018-06-02 │   0.12285714285714286 │
│ 2018-06-03 │   0.12285714285714286 │
│ 2018-06-04 │   0.10857142857142858 │
│ 2018-06-05 │   0.06999999999999999 │
│ 2018-06-06 │   0.05857142857142857 │
│ 2018-06-07 │   0.02428571428571429 │
│ 2018-06-08 │ 0.0014285714285714286 │
│ 2018-06-09 │ 0.0014285714285714286 │
│ 2018-06-10 │ 0.0071428571428571435 │
│ 2018-06-11 │ 0.0071428571428571435 │
│ 2018-06-12 │ 0.0071428571428571435 │
│ 2018-06-13 │ 0.0071428571428571435 │
│ 2018-06-14 │  0.005714285714285714 │
│ 2018-06-15 │  0.017142857142857144 │
│ 2018-06-16 │  0.027142857142857142 │
│ 2018-06-17 │   0.03428571428571429 │
│ 2018-06-18 │   0.11857142857142856 │
│ 2018-06-19 │   0.13285714285714284 │
│ 2018-06-20 │   0.13285714285714284 │
│ 2018-06-21 │   0.13285714285714284 │
│ 2018-06-22 │   0.12142857142857143 │
│ 2018-06-23 │   0.11142857142857142 │
│ 2018-06-24 │   0.09999999999999999 │
│ 2018-06-25 │   0.21000000000000002 │
│ 2018-06-26 │   0.19571428571428573 │
│ 2018-06-27 │   0.19571428571428573 │
│ 2018-06-28 │   0.19571428571428573 │
│ 2018-06-29 │   0.19571428571428573 │
│ 2018-06-30 │   0.19714285714285715 │
│ 2018-07-01 │   0.19571428571428573 │
│ 2018-07-02 │ 0.0014285714285714286 │
│ 2018-07-03 │   0.03428571428571429 │
│ 2018-07-04 │   0.03428571428571429 │
│ 2018-07-05 │   0.03428571428571429 │
│ 2018-07-06 │   0.03428571428571429 │
│ 2018-07-07 │  0.032857142857142856 │
│ 2018-07-08 │  0.032857142857142856 │
│ 2018-07-09 │   0.13428571428571429 │
